<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.GMKR-12.19,60,20191126,170000,173691.0000000,173885.0000000,173530.0000000,173530.0000000,76
SPFB.GMKR-12.19,60,20191126,180000,173608.0000000,173700.0000000,173300.0000000,173570.0000000,154
SPFB.GMKR-12.19,60,20191126,190000,173361.0000000,173590.0000000,172808.0000000,172893.0000000,144
SPFB.GMKR-12.19,60,20191126,200000,172640.0000000,173978.0000000,171900.0000000,172472.0000000,132
SPFB.GMKR-12.19,60,20191126,210000,172497.0000000,172651.0000000,172411.0000000,172533.0000000,25
SPFB.GMKR-12.19,60,20191126,220000,172531.0000000,172531.0000000,172531.0000000,172531.0000000,1
SPFB.GMKR-12.19,60,20191126,230000,172531.0000000,172624.0000000,172493.0000000,172493.0000000,27
SPFB.GMKR-12.19,60,20191127,000000,172407.0000000,172505.0000000,172205.0000000,172300.0000000,15
SPFB.GMKR-12.19,60,20191127,110000,172624.0000000,173440.0000000,172310.0000000,173137.0000000,300
SPFB.GMKR-12.19,60,20191127,120000,173296.0000000,173442.0000000,172601.0000000,173300.0000000,91
SPFB.GMKR-12.19,60,20191127,130000,173172.0000000,173360.0000000,172656.0000000,173360.0000000,47
SPFB.GMKR-12.19,60,20191127,140000,173388.0000000,173889.0000000,173388.0000000,173887.0000000,73
SPFB.GMKR-12.19,60,20191127,150000,173809.0000000,173955.0000000,173450.0000000,173796.0000000,38
SPFB.GMKR-12.19,60,20191127,160000,173743.0000000,173820.0000000,173406.0000000,173406.0000000,55
SPFB.GMKR-12.19,60,20191127,170000,173327.0000000,173378.0000000,173111.0000000,173111.0000000,54
SPFB.GMKR-12.19,60,20191127,180000,173041.0000000,173273.0000000,172466.0000000,172665.0000000,108
SPFB.GMKR-12.19,60,20191127,190000,172647.0000000,172810.0000000,172550.0000000,172667.0000000,64
SPFB.GMKR-12.19,60,20191127,200000,172201.0000000,172500.0000000,171875.0000000,172150.0000000,112
SPFB.GMKR-12.19,60,20191127,210000,172150.0000000,172250.0000000,172125.0000000,172125.0000000,10
SPFB.GMKR-12.19,60,20191127,220000,172180.0000000,172280.0000000,172180.0000000,172280.0000000,22
SPFB.GMKR-12.19,60,20191127,230000,172250.0000000,172250.0000000,172250.0000000,172250.0000000,1
SPFB.GMKR-12.19,60,20191128,000000,172279.0000000,172295.0000000,172279.0000000,172289.0000000,5
SPFB.GMKR-12.19,60,20191128,110000,172258.0000000,172749.0000000,169697.0000000,171022.0000000,775
SPFB.GMKR-12.19,60,20191128,120000,170980.0000000,172000.0000000,170905.0000000,171565.0000000,205
SPFB.GMKR-12.19,60,20191128,130000,171502.0000000,172341.0000000,171350.0000000,172203.0000000,129
SPFB.GMKR-12.19,60,20191128,140000,172243.0000000,172860.0000000,171654.0000000,172711.0000000,83
SPFB.GMKR-12.19,60,20191128,150000,172849.0000000,173250.0000000,172441.0000000,172960.0000000,169
SPFB.GMKR-12.19,60,20191128,160000,172960.0000000,173266.0000000,172797.0000000,173015.0000000,43
SPFB.GMKR-12.19,60,20191128,170000,172950.0000000,173200.0000000,172665.0000000,172670.0000000,53
SPFB.GMKR-12.19,60,20191128,180000,172647.0000000,172647.0000000,171910.0000000,171910.0000000,59
SPFB.GMKR-12.19,60,20191128,190000,172217.0000000,172423.0000000,172037.0000000,172329.0000000,58
SPFB.GMKR-12.19,60,20191128,200000,172364.0000000,172562.0000000,172327.0000000,172562.0000000,7
SPFB.GMKR-12.19,60,20191128,210000,172587.0000000,172602.0000000,172327.0000000,172327.0000000,8
